CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,CNT_FAM_MEMBERS,paid_off,#_of_pastdues,no_loan,target
F,N,Y,202500.0,Pensioner,secondary,Married,House / apartment,59.87397260273973,1000.6657534246575,2.0,12,9,8,1
F,N,Y,202500.0,Pensioner,secondary,Married,House / apartment,59.87397260273973,1000.6657534246575,2.0,1,1,0,0
F,N,Y,202500.0,Pensioner,secondary,Married,House / apartment,59.87397260273973,1000.6657534246575,2.0,0,4,2,0
M,Y,N,270000.0,Working,secondary,Single,House / apartment,36.78082191780822,-8.610958904109589,3.0,4,0,14,1
M,Y,N,270000.0,Working,secondary,Single,House / apartment,36.78082191780822,-8.610958904109589,3.0,10,12,0,0
M,Y,N,270000.0,Working,secondary,Single,House / apartment,36.78082191780822,-8.610958904109589,3.0,13,0,14,1
M,Y,N,270000.0,Working,secondary,Single,House / apartment,36.78082191780822,-8.610958904109589,3.0,0,5,1,0
M,Y,N,270000.0,Working,secondary,Single,House / apartment,36.78082191780822,-8.610958904109589,3.0,14,5,1,1
F,N,Y,67500.0,Working,secondary,Married,House / apartment,42.945205479452056,-0.7753424657534247,2.0,21,10,0,1
F,N,Y,67500.0,Working,secondary,Married,House / apartment,42.945205479452056,-0.7753424657534247,2.0,20,15,0,1
F,N,Y,67500.0,Working,secondary,Married,House / apartment,42.945205479452056,-0.7753424657534247,2.0,4,15,0,0
F,N,Y,67500.0,Working,secondary,Married,House / apartment,42.945205479452056,-0.7753424657534247,2.0,20,15,0,1
F,N,Y,67500.0,Working,secondary,Married,House / apartment,42.945205479452056,-0.7753424657534247,2.0,8,19,1,0
F,N,Y,67500.0,Working,secondary,Married,House / apartment,42.945205479452056,-0.7753424657534247,2.0,9,15,0,0
F,N,Y,67500.0,Working,secondary,Married,House / apartment,42.945205479452056,-0.7753424657534247,2.0,0,16,13,0
F,N,Y,67500.0,Working,secondary,Married,House / apartment,42.945205479452056,-0.7753424657534247,2.0,20,15,0,1
F,N,Y,67500.0,Working,secondary,Married,House / apartment,42.945205479452056,-0.7753424657534247,2.0,21,10,0,1
F,N,Y,67500.0,Working,secondary,Married,House / apartment,42.945205479452056,-0.7753424657534247,2.0,0,19,13,0
F,Y,N,180000.0,Working,secondary,Married,House / apartment,30.43013698630137,-0.3561643835616438,4.0,3,5,0,0
F,Y,N,180000.0,Working,secondary,Married,House / apartment,30.43013698630137,-0.3561643835616438,4.0,44,5,0,1
F,N,Y,90000.0,Pensioner,secondary,Married,House / apartment,58.95342465753425,1000.6657534246575,2.0,3,24,0,0
F,N,Y,90000.0,Pensioner,secondary,Married,House / apartment,58.95342465753425,1000.6657534246575,2.0,10,12,0,0
F,N,Y,90000.0,Pensioner,secondary,Married,House / apartment,58.95342465753425,1000.6657534246575,2.0,3,8,5,0
F,N,Y,90000.0,Pensioner,secondary,Married,House / apartment,58.95342465753425,1000.6657534246575,2.0,0,2,8,0
F,N,Y,90000.0,Pensioner,secondary,Married,House / apartment,58.95342465753425,1000.6657534246575,2.0,0,3,0,0
F,N,Y,90000.0,Pensioner,secondary,Married,House / apartment,58.95342465753425,1000.6657534246575,2.0,2,12,0,0
F,N,Y,90000.0,Pensioner,secondary,Married,House / apartment,58.95342465753425,1000.6657534246575,2.0,1,24,22,0
F,N,Y,90000.0,Pensioner,secondary,Married,House / apartment,58.95342465753425,1000.6657534246575,2.0,0,14,1,0
F,N,Y,202500.0,Pensioner,secondary,Married,House / apartment,62.9041095890411,1000.6657534246575,2.0,0,5,2,0
F,N,Y,202500.0,Pensioner,secondary,Married,House / apartment,62.9041095890411,1000.6657534246575,2.0,16,7,0,1
F,N,Y,202500.0,Pensioner,secondary,Married,House / apartment,62.9041095890411,1000.6657534246575,2.0,3,5,0,0
F,N,Y,202500.0,Pensioner,secondary,Married,House / apartment,62.9041095890411,1000.6657534246575,2.0,0,14,10,0
F,N,Y,202500.0,Pensioner,secondary,Married,House / apartment,62.9041095890411,1000.6657534246575,2.0,0,10,0,0
F,N,Y,202500.0,Pensioner,secondary,Married,House / apartment,62.9041095890411,1000.6657534246575,2.0,0,7,0,0
F,Y,Y,157500.0,Working,secondary,Married,House / apartment,36.293150684931504,-15.953424657534246,2.0,32,10,2,1
F,Y,Y,157500.0,Working,secondary,Married,House / apartment,36.293150684931504,-15.953424657534246,2.0,29,6,0,1
F,Y,Y,157500.0,Working,secondary,Married,House / apartment,36.293150684931504,-15.953424657534246,2.0,1,10,2,0
F,N,Y,171000.0,Student,Higher education,Married,House / apartment,51.38630136986301,-10.695890410958905,2.0,16,1,20,1
F,N,Y,171000.0,Student,Higher education,Married,House / apartment,51.38630136986301,-10.695890410958905,2.0,34,6,0,1
F,N,Y,171000.0,Student,Higher education,Married,House / apartment,51.38630136986301,-10.695890410958905,2.0,37,12,1,1
F,N,Y,171000.0,Student,Higher education,Married,House / apartment,51.38630136986301,-10.695890410958905,2.0,27,4,9,1
F,N,Y,171000.0,Student,Higher education,Married,House / apartment,51.38630136986301,-10.695890410958905,2.0,21,4,9,1
F,N,Y,171000.0,Student,Higher education,Married,House / apartment,51.38630136986301,-10.695890410958905,2.0,23,4,9,1
F,N,Y,171000.0,Student,Higher education,Married,House / apartment,51.38630136986301,-10.695890410958905,2.0,21,6,0,1
F,N,Y,171000.0,Student,Higher education,Married,House / apartment,51.38630136986301,-10.695890410958905,2.0,17,4,9,1
F,Y,Y,157500.0,Working,secondary,Married,House / apartment,34.58082191780822,-1.8575342465753424,4.0,0,6,9,0
F,Y,Y,157500.0,Working,secondary,Married,House / apartment,34.58082191780822,-1.8575342465753424,4.0,4,6,0,0
F,Y,Y,157500.0,Working,secondary,Married,House / apartment,34.58082191780822,-1.8575342465753424,4.0,6,8,0,0
M,Y,Y,675000.0,Working,Higher education,Married,House / apartment,32.635616438356166,-6.027397260273973,2.0,20,12,0,1
M,Y,Y,675000.0,Working,Higher education,Married,House / apartment,32.635616438356166,-6.027397260273973,2.0,0,41,0,0
M,Y,Y,675000.0,Working,Higher education,Married,House / apartment,32.635616438356166,-6.027397260273973,2.0,0,30,2,0
M,Y,Y,675000.0,Working,Higher education,Married,House / apartment,32.635616438356166,-6.027397260273973,2.0,0,42,1,0
M,Y,Y,135000.0,Working,Higher education,Married,House / apartment,35.85479452054795,-0.8575342465753425,2.0,51,8,0,1
M,Y,Y,135000.0,Working,Higher education,Married,House / apartment,35.85479452054795,-0.8575342465753425,2.0,47,8,0,1
M,Y,Y,315000.0,Working,Higher education,Married,House / apartment,37.81643835616438,-0.4383561643835616,6.0,0,6,2,0
M,Y,Y,315000.0,Working,Higher education,Married,House / apartment,37.81643835616438,-0.4383561643835616,6.0,0,0,36,1
M,Y,Y,315000.0,Working,Higher education,Married,House / apartment,37.81643835616438,-0.4383561643835616,6.0,0,38,1,0
M,Y,Y,315000.0,Working,Higher education,Married,House / apartment,37.81643835616438,-0.4383561643835616,6.0,0,6,1,0
M,Y,Y,315000.0,Working,Higher education,Married,House / apartment,37.81643835616438,-0.4383561643835616,6.0,8,1,0,1
M,Y,Y,112500.0,Pensioner,secondary,Married,House / apartment,54.75890410958904,1000.6657534246575,2.0,0,1,1,0
M,Y,Y,112500.0,Pensioner,secondary,Married,House / apartment,54.75890410958904,1000.6657534246575,2.0,0,1,1,0
M,Y,Y,112500.0,Pensioner,secondary,Married,House / apartment,54.75890410958904,1000.6657534246575,2.0,0,1,1,0
M,Y,Y,112500.0,Pensioner,secondary,Married,House / apartment,54.75890410958904,1000.6657534246575,2.0,0,2,0,0
M,Y,Y,112500.0,Pensioner,secondary,Married,House / apartment,54.75890410958904,1000.6657534246575,2.0,0,1,1,0
M,Y,Y,112500.0,Pensioner,secondary,Married,House / apartment,54.75890410958904,1000.6657534246575,2.0,0,1,1,0
F,Y,N,270000.0,Working,Higher education,Married,House / apartment,37.72054794520548,-12.783561643835617,6.0,3,12,0,0
F,Y,N,270000.0,Working,Higher education,Married,House / apartment,37.72054794520548,-12.783561643835617,6.0,8,3,0,1
F,Y,N,270000.0,Working,Higher education,Married,House / apartment,37.72054794520548,-12.783561643835617,6.0,18,3,0,1
F,Y,N,270000.0,Working,Higher education,Married,House / apartment,37.72054794520548,-12.783561643835617,6.0,0,11,1,0
M,Y,Y,202500.0,Working,secondary,Married,House / apartment,27.994520547945207,-0.8575342465753425,4.0,19,5,0,1
M,Y,Y,202500.0,Working,secondary,Married,House / apartment,27.994520547945207,-0.8575342465753425,4.0,0,13,7,0
M,Y,Y,202500.0,Working,secondary,Married,House / apartment,27.994520547945207,-0.8575342465753425,4.0,2,5,0,0
M,Y,Y,202500.0,Working,secondary,Married,House / apartment,27.994520547945207,-0.8575342465753425,4.0,0,31,26,0
M,Y,Y,202500.0,Working,secondary,Married,House / apartment,27.994520547945207,-0.8575342465753425,4.0,14,5,0,1
F,N,N,90000.0,Working,secondary,Single,House / apartment,38.93150684931507,-0.9424657534246575,3.0,0,12,1,0
F,Y,Y,135000.0,Working,secondary,Single,House / apartment,47.49041095890411,-6.86027397260274,1.0,45,9,0,1
F,Y,Y,135000.0,Working,secondary,Single,House / apartment,47.49041095890411,-6.86027397260274,1.0,0,12,0,0
F,Y,Y,157500.0,Working,secondary,Married,House / apartment,37.89041095890411,-11.613698630136986,4.0,0,3,2,0
F,Y,Y,157500.0,Working,secondary,Married,House / apartment,37.89041095890411,-11.613698630136986,4.0,0,7,0,0
F,Y,Y,157500.0,Working,secondary,Married,House / apartment,37.89041095890411,-11.613698630136986,4.0,0,2,0,0
F,Y,Y,157500.0,Working,secondary,Married,House / apartment,37.89041095890411,-11.613698630136986,4.0,0,10,2,0
F,Y,Y,157500.0,Working,secondary,Married,House / apartment,37.89041095890411,-11.613698630136986,4.0,4,10,0,0
F,Y,Y,157500.0,Working,secondary,Married,House / apartment,37.89041095890411,-11.613698630136986,4.0,0,10,3,0
M,Y,Y,112500.0,Working,secondary,Married,House / apartment,27.542465753424658,-4.526027397260274,2.0,0,0,30,1
M,Y,Y,112500.0,Working,secondary,Married,House / apartment,27.542465753424658,-4.526027397260274,2.0,0,0,21,1
M,Y,Y,112500.0,Working,secondary,Married,House / apartment,27.542465753424658,-4.526027397260274,2.0,0,0,21,1
M,Y,Y,450000.0,Working,Higher education,Married,House / apartment,50.61917808219178,-7.191780821917808,4.0,20,6,0,1
M,Y,Y,450000.0,Working,Higher education,Married,House / apartment,50.61917808219178,-7.191780821917808,4.0,0,11,1,0
M,Y,Y,450000.0,Working,Higher education,Married,House / apartment,50.61917808219178,-7.191780821917808,4.0,0,0,22,1
M,Y,Y,450000.0,Working,Higher education,Married,House / apartment,50.61917808219178,-7.191780821917808,4.0,0,0,5,1
M,Y,Y,450000.0,Working,Higher education,Married,House / apartment,50.61917808219178,-7.191780821917808,4.0,19,16,0,1
M,Y,Y,450000.0,Working,Higher education,Married,House / apartment,50.61917808219178,-7.191780821917808,4.0,0,5,0,0
M,Y,Y,450000.0,Working,Higher education,Married,House / apartment,50.61917808219178,-7.191780821917808,4.0,20,6,0,1
M,Y,Y,450000.0,Working,Higher education,Married,House / apartment,50.61917808219178,-7.191780821917808,4.0,0,11,1,0
M,Y,Y,450000.0,Working,Higher education,Married,House / apartment,50.61917808219178,-7.191780821917808,4.0,0,4,1,0
M,Y,Y,450000.0,Working,Higher education,Married,House / apartment,50.61917808219178,-7.191780821917808,4.0,5,1,0,1
M,Y,Y,450000.0,Working,Higher education,Married,House / apartment,50.61917808219178,-7.191780821917808,4.0,9,16,0,0
M,Y,Y,450000.0,Working,Higher education,Married,House / apartment,50.61917808219178,-7.191780821917808,4.0,0,4,1,0
M,Y,Y,450000.0,Working,Higher education,Married,House / apartment,50.61917808219178,-7.191780821917808,4.0,0,0,22,1
F,N,Y,76500.0,Pensioner,secondary,Married,House / apartment,55.794520547945204,1000.6657534246575,2.0,38,9,0,1
F,N,Y,76500.0,Pensioner,secondary,Married,House / apartment,55.794520547945204,1000.6657534246575,2.0,0,2,0,0
F,N,Y,76500.0,Pensioner,secondary,Married,House / apartment,55.794520547945204,1000.6657534246575,2.0,29,18,0,1
M,Y,Y,90000.0,Working,secondary,Married,House / apartment,58.02739726027397,-3.9452054794520546,2.0,0,6,0,0
F,Y,N,135000.0,Working,secondary,Married,House / apartment,38.15890410958904,-8.361643835616439,6.0,48,5,0,1
F,Y,N,135000.0,Working,secondary,Married,House / apartment,38.15890410958904,-8.361643835616439,6.0,0,2,0,0
F,Y,N,135000.0,Working,secondary,Married,House / apartment,38.15890410958904,-8.361643835616439,6.0,0,0,53,1
F,Y,N,135000.0,Working,secondary,Married,House / apartment,38.15890410958904,-8.361643835616439,6.0,0,2,0,0
F,Y,N,135000.0,Working,secondary,Married,House / apartment,38.15890410958904,-8.361643835616439,6.0,48,5,0,1
F,Y,Y,315000.0,Working,secondary,Single,House / apartment,49.81917808219178,-8.276712328767124,1.0,0,0,5,1
F,Y,Y,315000.0,Working,secondary,Single,House / apartment,49.81917808219178,-8.276712328767124,1.0,0,7,4,0
F,Y,Y,315000.0,Working,secondary,Single,House / apartment,49.81917808219178,-8.276712328767124,1.0,0,4,6,0
F,Y,Y,315000.0,Working,secondary,Single,House / apartment,49.81917808219178,-8.276712328767124,1.0,0,0,16,1
F,Y,Y,315000.0,Working,secondary,Single,House / apartment,49.81917808219178,-8.276712328767124,1.0,0,0,22,1
F,Y,Y,315000.0,Working,secondary,Single,House / apartment,49.81917808219178,-8.276712328767124,1.0,0,5,0,0
F,Y,Y,315000.0,Working,secondary,Single,House / apartment,49.81917808219178,-8.276712328767124,1.0,4,2,2,1
F,Y,Y,315000.0,Working,secondary,Single,House / apartment,49.81917808219178,-8.276712328767124,1.0,0,0,47,1
F,Y,Y,315000.0,Working,secondary,Single,House / apartment,49.81917808219178,-8.276712328767124,1.0,0,0,7,1
F,Y,Y,315000.0,Working,secondary,Single,House / apartment,49.81917808219178,-8.276712328767124,1.0,0,10,0,0
M,Y,Y,135000.0,Working,secondary,Married,House / apartment,43.21643835616438,-7.947945205479452,2.0,8,0,51,1
M,Y,Y,135000.0,Working,secondary,Married,House / apartment,43.21643835616438,-7.947945205479452,2.0,37,9,1,1
M,Y,Y,135000.0,Working,secondary,Married,House / apartment,43.21643835616438,-7.947945205479452,2.0,0,0,39,1
M,Y,Y,135000.0,Working,secondary,Married,House / apartment,43.21643835616438,-7.947945205479452,2.0,33,6,0,1
M,Y,Y,135000.0,Working,secondary,Married,House / apartment,43.21643835616438,-7.947945205479452,2.0,13,20,6,0
F,Y,Y,121500.0,Working,Higher education,Married,House / apartment,27.794520547945204,-4.608219178082192,2.0,0,0,12,1
F,Y,Y,121500.0,Working,Higher education,Married,House / apartment,27.794520547945204,-4.608219178082192,2.0,6,4,1,1
F,Y,Y,121500.0,Working,Higher education,Married,House / apartment,27.794520547945204,-4.608219178082192,2.0,6,18,0,0
F,Y,Y,121500.0,Working,Higher education,Married,House / apartment,27.794520547945204,-4.608219178082192,2.0,26,10,0,1
F,Y,Y,121500.0,Working,Higher education,Married,House / apartment,27.794520547945204,-4.608219178082192,2.0,0,5,0,0
F,Y,Y,121500.0,Working,Higher education,Married,House / apartment,27.794520547945204,-4.608219178082192,2.0,0,0,12,1
F,Y,Y,121500.0,Working,Higher education,Married,House / apartment,27.794520547945204,-4.608219178082192,2.0,6,6,0,0
F,Y,Y,121500.0,Working,Higher education,Married,House / apartment,27.794520547945204,-4.608219178082192,2.0,6,4,1,1
F,Y,Y,121500.0,Working,Higher education,Married,House / apartment,27.794520547945204,-4.608219178082192,2.0,0,0,12,1
F,Y,Y,121500.0,Working,Higher education,Married,House / apartment,27.794520547945204,-4.608219178082192,2.0,39,10,0,1
M,Y,Y,247500.0,Working,secondary,Married,House / apartment,31.013698630136986,-4.358904109589041,4.0,0,33,0,0
M,Y,Y,247500.0,Working,secondary,Married,House / apartment,31.013698630136986,-4.358904109589041,4.0,32,10,0,1
M,Y,Y,247500.0,Working,secondary,Married,House / apartment,31.013698630136986,-4.358904109589041,4.0,0,1,42,0
M,Y,Y,247500.0,Working,secondary,Married,House / apartment,31.013698630136986,-4.358904109589041,4.0,17,10,0,1
F,N,N,72000.0,Working,Higher education,Married,House / apartment,38.83013698630137,-5.273972602739726,4.0,0,25,19,0
M,Y,N,135000.0,Working,secondary,Married,House / apartment,56.0986301369863,-1.4383561643835616,2.0,6,3,0,1
M,Y,N,135000.0,Working,secondary,Married,House / apartment,56.0986301369863,-1.4383561643835616,2.0,0,8,1,0
M,Y,Y,180000.0,Working,secondary,Married,House / apartment,46.05205479452055,-9.115068493150686,4.0,34,6,0,1
M,Y,Y,180000.0,Working,secondary,Married,House / apartment,46.05205479452055,-9.115068493150686,4.0,2,5,1,0
M,Y,Y,180000.0,Working,secondary,Married,House / apartment,46.05205479452055,-9.115068493150686,4.0,0,8,1,0
M,Y,Y,180000.0,Working,secondary,Married,House / apartment,46.05205479452055,-9.115068493150686,4.0,0,12,1,0
M,Y,Y,180000.0,Working,secondary,Married,House / apartment,46.05205479452055,-9.115068493150686,4.0,7,7,0,0
M,Y,Y,180000.0,Working,secondary,Married,House / apartment,46.05205479452055,-9.115068493150686,4.0,0,6,2,0
F,N,Y,112500.0,Pensioner,secondary,Married,House / apartment,62.81369863013698,1000.6657534246575,2.0,25,3,0,1
F,N,Y,112500.0,Pensioner,secondary,Married,House / apartment,62.81369863013698,1000.6657534246575,2.0,0,4,0,0
F,N,Y,112500.0,Pensioner,secondary,Married,House / apartment,62.81369863013698,1000.6657534246575,2.0,1,3,0,0
F,N,Y,112500.0,Pensioner,secondary,Married,House / apartment,62.81369863013698,1000.6657534246575,2.0,0,1,0,0
F,N,Y,112500.0,Pensioner,secondary,Married,House / apartment,62.81369863013698,1000.6657534246575,2.0,9,3,0,1
F,N,Y,112500.0,Pensioner,secondary,Married,House / apartment,62.81369863013698,1000.6657534246575,2.0,6,6,0,0
F,N,Y,247500.0,Working,Higher education,Married,House / apartment,29.90684931506849,-2.5232876712328767,4.0,0,9,0,0
F,N,Y,247500.0,Working,Higher education,Married,House / apartment,29.90684931506849,-2.5232876712328767,4.0,20,12,0,1
F,N,Y,90000.0,Working,Higher education,Married,House / apartment,32.50410958904109,-12.364383561643836,6.0,0,7,0,0
F,N,Y,90000.0,Working,Higher education,Married,House / apartment,32.50410958904109,-12.364383561643836,6.0,0,1,1,0
F,N,Y,90000.0,Working,Higher education,Married,House / apartment,32.50410958904109,-12.364383561643836,6.0,0,12,1,0
F,N,Y,90000.0,Working,Higher education,Married,House / apartment,32.50410958904109,-12.364383561643836,6.0,9,10,0,0
F,N,Y,90000.0,Working,Higher education,Married,House / apartment,32.50410958904109,-12.364383561643836,6.0,0,12,1,0
F,N,Y,90000.0,Working,Higher education,Married,House / apartment,32.50410958904109,-12.364383561643836,6.0,20,10,0,1
F,N,Y,90000.0,Working,Higher education,Married,House / apartment,32.50410958904109,-12.364383561643836,6.0,3,4,0,0
F,N,Y,65250.0,Pensioner,secondary,Single,House / apartment,54.512328767123286,1000.6657534246575,1.0,0,3,1,0
F,N,Y,65250.0,Pensioner,secondary,Single,House / apartment,54.512328767123286,1000.6657534246575,1.0,26,7,0,1
F,N,Y,65250.0,Pensioner,secondary,Single,House / apartment,54.512328767123286,1000.6657534246575,1.0,0,2,1,0
F,N,Y,65250.0,Pensioner,secondary,Single,House / apartment,54.512328767123286,1000.6657534246575,1.0,0,3,1,0
F,N,Y,65250.0,Pensioner,secondary,Single,House / apartment,54.512328767123286,1000.6657534246575,1.0,26,7,0,1
F,N,Y,184500.0,Working,secondary,Married,House / apartment,50.824657534246576,-3.3589041095890413,2.0,13,6,0,1
F,N,Y,90000.0,Working,secondary,Married,House / apartment,58.035616438356165,-3.0246575342465754,2.0,47,7,0,1
F,N,Y,90000.0,Working,secondary,Married,House / apartment,58.035616438356165,-3.0246575342465754,2.0,12,25,0,0
F,N,Y,90000.0,Working,secondary,Married,House / apartment,58.035616438356165,-3.0246575342465754,2.0,38,7,0,1
F,N,Y,103500.0,Pensioner,Higher education,Married,House / apartment,60.96986301369863,1000.6657534246575,2.0,0,18,0,0
F,N,Y,103500.0,Pensioner,Higher education,Married,House / apartment,60.96986301369863,1000.6657534246575,2.0,19,19,0,0
F,N,Y,103500.0,Pensioner,Higher education,Married,House / apartment,60.96986301369863,1000.6657534246575,2.0,11,8,0,1
F,N,Y,103500.0,Pensioner,Higher education,Married,House / apartment,60.96986301369863,1000.6657534246575,2.0,0,10,3,0
F,N,Y,103500.0,Pensioner,Higher education,Married,House / apartment,60.96986301369863,1000.6657534246575,2.0,11,19,0,0
F,N,Y,180000.0,Working,secondary,Single,House / apartment,53.20821917808219,-5.526027397260274,1.0,0,1,2,0
F,N,Y,180000.0,Working,secondary,Single,House / apartment,53.20821917808219,-5.526027397260274,1.0,0,1,1,0
F,N,Y,180000.0,Working,secondary,Single,House / apartment,53.20821917808219,-5.526027397260274,1.0,0,1,2,0
F,N,Y,180000.0,Working,secondary,Single,House / apartment,53.20821917808219,-5.526027397260274,1.0,0,1,2,0
F,N,Y,180000.0,Working,secondary,Single,House / apartment,53.20821917808219,-5.526027397260274,1.0,0,3,1,0
F,Y,Y,180000.0,Working,secondary,Married,House / apartment,34.13972602739726,-1.8575342465753424,2.0,17,18,2,0
F,Y,Y,180000.0,Working,secondary,Married,House / apartment,34.13972602739726,-1.8575342465753424,2.0,43,12,0,1
F,Y,Y,180000.0,Working,secondary,Married,House / apartment,34.13972602739726,-1.8575342465753424,2.0,37,4,0,1
F,Y,Y,180000.0,Working,secondary,Married,House / apartment,34.13972602739726,-1.8575342465753424,2.0,16,18,2,0
F,Y,Y,180000.0,Working,secondary,Married,House / apartment,34.13972602739726,-1.8575342465753424,2.0,0,35,2,0
F,Y,Y,180000.0,Working,secondary,Married,House / apartment,34.13972602739726,-1.8575342465753424,2.0,0,14,2,0
F,Y,Y,180000.0,Working,secondary,Married,House / apartment,34.13972602739726,-1.8575342465753424,2.0,0,0,14,1
F,Y,Y,180000.0,Working,secondary,Married,House / apartment,34.13972602739726,-1.8575342465753424,2.0,10,4,0,1
F,Y,Y,180000.0,Working,secondary,Married,House / apartment,34.13972602739726,-1.8575342465753424,2.0,55,4,0,1
F,N,N,180000.0,Pensioner,secondary,Married,House / apartment,52.775342465753425,1000.6657534246575,2.0,0,6,1,0
F,N,N,180000.0,Pensioner,secondary,Married,House / apartment,52.775342465753425,1000.6657534246575,2.0,0,1,5,0
M,N,Y,157500.0,Pensioner,secondary,Married,House / apartment,52.31780821917808,1000.6657534246575,2.0,0,8,0,0
F,Y,Y,67500.0,Working,Higher education,Married,House / apartment,32.67123287671233,-4.441095890410959,6.0,0,11,0,0
F,Y,Y,67500.0,Working,Higher education,Married,House / apartment,32.67123287671233,-4.441095890410959,6.0,0,5,0,0
M,N,N,112500.0,Working,secondary,Married,House / apartment,24.22739726027397,-1.356164383561644,4.0,5,12,0,0
M,N,N,112500.0,Working,secondary,Married,House / apartment,24.22739726027397,-1.356164383561644,4.0,0,4,1,0
M,N,N,112500.0,Working,secondary,Married,House / apartment,24.22739726027397,-1.356164383561644,4.0,0,11,0,0
M,N,N,112500.0,Working,secondary,Married,House / apartment,24.22739726027397,-1.356164383561644,4.0,0,4,1,0
M,N,N,112500.0,Working,secondary,Married,House / apartment,24.22739726027397,-1.356164383561644,4.0,5,12,0,0
M,Y,N,180000.0,Working,Higher education,Single,House / apartment,30.28767123287671,-2.9424657534246577,1.0,29,12,0,1
M,Y,Y,270000.0,Working,secondary,Married,House / apartment,36.602739726027394,-11.194520547945206,6.0,0,5,10,0
M,Y,Y,270000.0,Working,secondary,Married,House / apartment,36.602739726027394,-11.194520547945206,6.0,0,4,2,0
M,Y,Y,270000.0,Working,secondary,Married,House / apartment,36.602739726027394,-11.194520547945206,6.0,7,5,10,1
M,Y,Y,270000.0,Working,secondary,Married,House / apartment,36.602739726027394,-11.194520547945206,6.0,7,7,0,0
M,Y,Y,270000.0,Working,secondary,Married,House / apartment,36.602739726027394,-11.194520547945206,6.0,0,2,3,0
M,Y,Y,270000.0,Working,secondary,Married,House / apartment,36.602739726027394,-11.194520547945206,6.0,0,3,4,0
M,Y,Y,270000.0,Working,secondary,Married,House / apartment,36.602739726027394,-11.194520547945206,6.0,39,4,0,1
M,Y,Y,270000.0,Working,secondary,Married,House / apartment,36.602739726027394,-11.194520547945206,6.0,7,5,10,1
M,Y,Y,270000.0,Working,secondary,Married,House / apartment,36.602739726027394,-11.194520547945206,6.0,7,7,0,0
M,Y,Y,270000.0,Working,secondary,Married,House / apartment,36.602739726027394,-11.194520547945206,6.0,0,4,9,0
M,Y,Y,270000.0,Working,secondary,Married,House / apartment,36.602739726027394,-11.194520547945206,6.0,0,5,2,0
M,Y,Y,270000.0,Working,secondary,Married,House / apartment,36.602739726027394,-11.194520547945206,6.0,22,19,1,1
M,Y,Y,180000.0,Working,secondary,Married,House / apartment,47.00821917808219,-8.191780821917808,2.0,4,6,0,0
M,Y,Y,180000.0,Working,secondary,Married,House / apartment,47.00821917808219,-8.191780821917808,2.0,19,1,0,1
M,Y,Y,180000.0,Working,secondary,Married,House / apartment,47.00821917808219,-8.191780821917808,2.0,15,5,1,1
M,Y,Y,180000.0,Working,secondary,Married,House / apartment,47.00821917808219,-8.191780821917808,2.0,19,1,0,1
M,Y,Y,180000.0,Working,secondary,Married,House / apartment,47.00821917808219,-8.191780821917808,2.0,8,2,0,1
M,Y,Y,180000.0,Working,secondary,Married,House / apartment,47.00821917808219,-8.191780821917808,2.0,7,1,0,1
M,Y,Y,180000.0,Working,secondary,Married,House / apartment,47.00821917808219,-8.191780821917808,2.0,14,1,0,1
F,N,Y,157500.0,Working,secondary,Married,House / apartment,42.50410958904109,-23.873972602739727,4.0,0,4,1,0
F,N,Y,157500.0,Working,secondary,Married,House / apartment,42.50410958904109,-23.873972602739727,4.0,0,20,1,0
F,N,Y,157500.0,Working,secondary,Married,House / apartment,42.50410958904109,-23.873972602739727,4.0,0,15,6,0
F,N,Y,225000.0,Working,secondary,Married,House / apartment,35.06301369863014,-1.7753424657534247,6.0,0,8,1,0
M,Y,Y,189000.0,Working,secondary,Married,House / apartment,57.02739726027397,-2.271232876712329,2.0,0,4,0,0
M,Y,Y,189000.0,Working,secondary,Married,House / apartment,57.02739726027397,-2.271232876712329,2.0,15,4,1,1
M,Y,Y,292500.0,Working,Higher education,Married,House / apartment,28.21095890410959,-6.112328767123287,2.0,5,8,0,0
M,Y,Y,292500.0,Working,Higher education,Married,House / apartment,28.21095890410959,-6.112328767123287,2.0,0,0,55,1
M,Y,Y,292500.0,Working,Higher education,Married,House / apartment,28.21095890410959,-6.112328767123287,2.0,15,23,0,0
M,Y,Y,292500.0,Working,Higher education,Married,House / apartment,28.21095890410959,-6.112328767123287,2.0,0,15,0,0
M,Y,Y,292500.0,Working,Higher education,Married,House / apartment,28.21095890410959,-6.112328767123287,2.0,5,8,0,0
M,Y,Y,292500.0,Working,Higher education,Married,House / apartment,28.21095890410959,-6.112328767123287,2.0,9,6,0,1
M,Y,Y,292500.0,Working,Higher education,Married,House / apartment,28.21095890410959,-6.112328767123287,2.0,0,14,2,0
M,Y,Y,292500.0,Working,Higher education,Married,House / apartment,28.21095890410959,-6.112328767123287,2.0,11,0,26,1
M,Y,Y,292500.0,Working,Higher education,Married,House / apartment,28.21095890410959,-6.112328767123287,2.0,0,15,1,0
M,Y,Y,99000.0,Working,secondary,Single,House / apartment,56.6,-0.8575342465753425,1.0,14,3,2,1
M,Y,Y,99000.0,Working,secondary,Single,House / apartment,56.6,-0.8575342465753425,1.0,0,31,2,0
